#chrom	start	end	name	score	strand	thickStart	thickEnd	itemRGB	blockCount	blockSizes	blockStart	deepTools_group
5	13046903	13047433	AT5G34847	0.0	+	13046903	13047433	0	1	530	13046902	cluster_1
5	11576745	11577128	AT5G31758	0.0	+	11576745	11577128	0	1	383	11576744	cluster_1
2	5532043	5533468	AT2G13335	0.0	-	5532043	5533468	0	1	1425	5532038	cluster_1
4	2008368	2009678	AT4G04165	0.0	-	2008368	2009678	0	1	1310	2008366	cluster_1
1	16388535	16392796	AT1G43502	0.0	+	16388535	16392796	0	1	4261	16388534	cluster_1
1	15665040	15669938	AT1G41896	0.0	+	15665040	15669938	0	1	4898	15665039	cluster_1
4	2644057	2648132	AT4G05133	0.0	-	2644057	2648132	0	1	4075	2644055	cluster_1
2	5141837	5143529	AT2G12610	0.0	+	5141837	5143529	0	1	1692	5141832	cluster_1
2	3959414	3962068	AT2G10300	0.0	+	3959414	3962068	0	1	2654	3959411	cluster_1
1	16743177	16745699	AT1G44060	0.0	-	16743177	16745699	0	1	2522	16743176	cluster_1
4	3503598	3508199	AT4G06566	0.0	-	3503598	3508199	0	1	4601	3503595	cluster_1
5	14159321	14162948	AT5G36020	0.0	+	14159321	14162948	0	1	3627	14159320	cluster_1
3	15361697	15365347	AT3G43436	0.0	+	15361697	15365347	0	1	3650	15361696	cluster_1
4	4268925	4270173	AT4G07480	0.0	+	4268925	4270173	0	1	1248	4268921	cluster_1
2	5286774	5288838	AT2G12870	0.0	-	5286774	5288838	0	1	2064	5286769	cluster_1
4	1761953	1763902	AT4G03813	0.0	+	1761953	1763902	0	1	1949	1761952	cluster_1
5	11421208	11423580	AT5G31302	0.0	+	11421208	11423580	0	1	2372	11421207	cluster_1
4	3070996	3071793	AT4G06480	0.0	-	3070996	3071793	0	1	797	3070993	cluster_1
4	3877280	3877888	AT4G06668	0.0	+	3877280	3877888	0	1	608	3877277	cluster_1
4	3036286	3037404	AT4G06196	0.0	-	3036286	3037404	0	1	1118	3036283	cluster_1
2	4716555	4722974	AT2G11770	0.0	+	4716555	4722974	0	1	6419	4716551	cluster_1
2	3543196	3545673	AT2G07788	0.0	+	3543196	3545673	0	1	2477	3543193	cluster_1
1	14130252	14134322	AT1G37110	0.0	-	14130252	14134322	0	1	4070	14130251	cluster_1
2	4935626	4936286	AT2G12320	0.0	+	4935626	4936286	0	1	660	4935622	cluster_1
4	2068990	2071773	AT4G04290	0.0	+	2068990	2071773	0	1	2783	2068988	cluster_1
3	14498824	14499696	AT3G42356	0.0	+	14498824	14499696	0	1	872	14498823	cluster_1
5	11136149	11146651	AT5G29075	0.0	-	11136149	11146651	0	1	10502	11136148	cluster_1
2	3554680	3555132	AT2G07710	0.0	+	3554680	3555132	0	1	452	3554677	cluster_1
2	2419319	2422450	AT2G06180	0.0	-	2419319	2422450	0	1	3131	2419317	cluster_1
1	18965955	18971576	AT1G51175	0.0	-	18965955	18971576	0	1	5621	18965954	cluster_1
2	7113645	7114259	AT2G16410	0.0	+	7113645	7114259	0	1	614	7113638	cluster_1
1	15755674	15757335	AT1G42170	0.0	+	15755674	15757335	0	1	1661	15755673	cluster_1
2	4559903	4564733	AT2G11430	0.0	-	4559903	4564733	0	1	4830	4559899	cluster_1
4	3577064	3583225	AT4G06584	0.0	-	3577064	3583225	0	1	6161	3577061	cluster_1
1	15570514	15578278	AT1G41803	0.0	+	15570514	15578278	0	1	7764	15570513	cluster_1
1	14339343	14340227	AT1G38194	0.0	+	14339343	14340227	0	1	884	14339342	cluster_1
4	4734322	4735737	AT4G07933	0.0	-	4734322	4735737	0	1	1415	4734318	cluster_1
2	6435725	6438806	AT2G14940	0.0	+	6435725	6438806	0	1	3081	6435719	cluster_1
2	3227034	3231700	AT2G07660	0.0	-	3227034	3231700	0	1	4666	3227031	cluster_1
3	13576128	13579562	AT3G33035	0.0	-	13576128	13579562	0	1	3434	13576127	cluster_1
4	3127205	3128059	AT4G06492	0.0	+	3127205	3128059	0	1	854	3127202	cluster_1
5	10441691	10445995	AT5G28487	0.0	-	10441691	10445995	0	1	4304	10441690	cluster_1
2	7009205	7011913	AT2G16150	0.0	+	7009205	7011913	0	1	2708	7009198	cluster_1
4	4679082	4682792	AT4G07856	0.0	-	4679082	4682792	0	1	3710	4679078	cluster_1
2	6461672	6465118	AT2G14980	0.0	-	6461672	6465118	0	1	3446	6461666	cluster_1
5	12455770	12457176	AT5G33202	0.0	-	12455770	12457176	0	1	1406	12455769	cluster_1
2	7068684	7069613	AT2G16330	0.0	+	7068684	7069613	0	1	929	7068677	cluster_1
5	11368303	11372538	AT5G30406	0.0	-	11368303	11372538	0	1	4235	11368302	cluster_1
3	12227087	12227956	AT3G30670	0.0	-	12227087	12227956	0	1	869	12227086	cluster_1
2	5960800	5965445	AT2G14130	0.0	+	5960800	5965445	0	1	4645	5960795	cluster_1
5	12928508	12933349	AT5G34623	0.0	-	12928508	12933349	0	1	4841	12928507	cluster_1
2	10598131	10598673	AT2G24910	0.0	+	10598131	10598673	0	1	542	10598130	cluster_1
4	3051195	3052774	AT4G06474	0.0	-	3051195	3052774	0	1	1579	3051192	cluster_1
3	15320762	15322789	AT3G43360	0.0	+	15320762	15322789	0	1	2027	15320761	cluster_1
1	13921110	13921504	AT1G36763	0.0	-	13921110	13921504	0	1	394	13921109	cluster_1
4	5031641	5032335	AT4G08107	0.0	-	5031641	5032335	0	1	694	5031636	cluster_1
3	12437099	12437662	AT3G30766	0.0	-	12437099	12437662	0	1	563	12437098	cluster_1
1	12403277	12406628	AT1G34080	0.0	-	12403277	12406628	0	1	3351	12403276	cluster_1
3	12196035	12198898	AT3G30640	0.0	-	12196035	12198898	0	1	2863	12196034	cluster_1
3	13088116	13091973	AT3G32092	0.0	-	13088116	13091973	0	1	3857	13088115	cluster_1
4	3935823	3937394	AT4G06696	0.0	+	3935823	3937394	0	1	1571	3935820	cluster_1
2	4494444	4500207	AT2G11310	0.0	-	4494444	4500207	0	1	5763	4494440	cluster_1
5	11396275	11396867	AT5G30628	0.0	+	11396275	11396867	0	1	592	11396274	cluster_1
5	11657833	11659707	AT5G31685	0.0	+	11657833	11659707	0	1	1874	11657832	cluster_1
2	5623788	5627656	AT2G13490	0.0	+	5623788	5627656	0	1	3868	5623783	cluster_1
4	4599522	4601757	AT4G07780	0.0	+	4599522	4601757	0	1	2235	4599518	cluster_1
1	14208782	14211487	AT1G37210	0.0	+	14208782	14211487	0	1	2705	14208781	cluster_1
4	4704733	4705830	AT4G07890	0.0	-	4704733	4705830	0	1	1097	4704729	cluster_1
1	14120423	14121025	AT1G37095	0.0	+	14120423	14121025	0	1	602	14120422	cluster_1
4	4340664	4341077	AT4G07523	0.0	+	4340664	4341077	0	1	413	4340660	cluster_1
5	12000154	12004374	AT5G32386	0.0	+	12000154	12004374	0	1	4220	12000153	cluster_1
2	5233301	5238002	AT2G12760	0.0	-	5233301	5238002	0	1	4701	5233296	cluster_1
2	4997453	5001918	AT2G12390	0.0	+	4997453	5001918	0	1	4465	4997449	cluster_1
3	11561514	11564092	AT3G29730	0.0	-	11561514	11564092	0	1	2578	11561513	cluster_1
1	22694841	22697374	AT1G61510	0.0	-	22694841	22697374	0	1	2533	22694839	cluster_1
1	16585763	16589507	AT1G43830	0.0	+	16585763	16589507	0	1	3744	16585762	cluster_1
3	17409792	17413813	AT3G47270	0.0	+	17409792	17413813	0	1	4021	17409791	cluster_1
4	3790100	3794683	AT4G06642	0.0	-	3790100	3794683	0	1	4583	3790097	cluster_1
5	12249699	12251643	AT5G32600	0.0	-	12249699	12251643	0	1	1944	12249698	cluster_1
1	14925852	14926970	AT1G40085	0.0	+	14925852	14926970	0	1	1118	14925851	cluster_1
3	14352785	14356741	AT3G42182	0.0	-	14352785	14356741	0	1	3956	14352784	cluster_1
3	15813075	15814056	AT3G44042	0.0	-	15813075	15814056	0	1	981	15813074	cluster_1
1	15751580	15753070	AT1G42160	0.0	+	15751580	15753070	0	1	1490	15751579	cluster_1
2	4929612	4933406	AT2G12305	0.0	-	4929612	4933406	0	1	3794	4929608	cluster_1
1	15742399	15746446	AT1G42150	0.0	+	15742399	15746446	0	1	4047	15742398	cluster_1
3	11355655	11356974	AT3G29550	0.0	+	11355655	11356974	0	1	1319	11355654	cluster_1
4	4211040	4214012	AT4G07415	0.0	-	4211040	4214012	0	1	2972	4211036	cluster_1
3	13400635	13402913	AT3G32677	0.0	-	13400635	13402913	0	1	2278	13400634	cluster_1
4	7688597	7689534	AT4G13251	0.0	-	7688597	7689534	0	1	937	7688590	cluster_1
4	3949133	3950602	AT4G06700	0.0	-	3949133	3950602	0	1	1469	3949130	cluster_1
2	2050349	2051038	AT2G05567	0.0	+	2050349	2051038	0	1	689	2050347	cluster_1
3	14484419	14485333	AT3G42330	0.0	+	14484419	14485333	0	1	914	14484418	cluster_1
5	11510033	11512009	AT5G31496	0.0	-	11510033	11512009	0	1	1976	11510032	cluster_1
2	10596299	10597315	AT2G24900	0.0	-	10596299	10597315	0	1	1016	10596298	cluster_1
2	3823530	3823889	AT2G10090	0.0	-	3823530	3823889	0	1	359	3823527	cluster_1
2	3772665	3773282	AT2G09953	0.0	-	3772665	3773282	0	1	617	3772662	cluster_1
2	5727830	5729269	AT2G13740	0.0	+	5727830	5729269	0	1	1439	5727825	cluster_1
2	2049209	2049904	AT2G05564	0.0	+	2049209	2049904	0	1	695	2049207	cluster_1
4	3604916	3606209	AT4G06627	0.0	+	3604916	3606209	0	1	1293	3604913	cluster_1
3	12933228	12938295	AT3G31935	0.0	+	12933228	12938295	0	1	5067	12933227	cluster_1
4	4326227	4328921	AT4G07518	0.0	+	4326227	4328921	0	1	2694	4326223	cluster_1
3	13467652	13473530	AT3G32914	0.0	-	13467652	13473530	0	1	5878	13467651	cluster_1
1	13175798	13177747	AT1G35645	0.0	+	13175798	13177747	0	1	1949	13175797	cluster_1
4	4928374	4931801	AT4G08070	0.0	-	4928374	4931801	0	1	3427	4928370	cluster_1
5	12742864	12744019	AT5G33431	0.0	-	12742864	12744019	0	1	1155	12742863	cluster_1
4	1667204	1668888	AT4G03750	0.0	+	1667204	1668888	0	1	1684	1667203	cluster_1
1	13136559	13139252	AT1G35600	0.0	+	13136559	13139252	0	1	2693	13136558	cluster_1
2	1607035	1607683	AT2G04590	0.0	-	1607035	1607683	0	1	648	1607034	cluster_1
1	14591055	14593550	AT1G39110	0.0	-	14591055	14593550	0	1	2495	14591054	cluster_1
5	12367879	12370254	AT5G32875	0.0	-	12367879	12370254	0	1	2375	12367878	cluster_1
1	17029224	17029595	AT1G45030	0.0	-	17029224	17029595	0	1	371	17029223	cluster_1
2	5471589	5473914	AT2G13200	0.0	+	5471589	5473914	0	1	2325	5471584	cluster_1
1	15758772	15759280	AT1G42180	0.0	-	15758772	15759280	0	1	508	15758771	cluster_1
5	13394308	13396013	AT5G35140	0.0	+	13394308	13396013	0	1	1705	13394307	cluster_1
4	1670638	1673055	AT4G03760	0.0	+	1670638	1673055	0	1	2417	1670637	cluster_1
5	12534632	12535846	AT5G33260	0.0	-	12534632	12535846	0	1	1214	12534631	cluster_1
3	12288029	12290924	AT3G30711	0.0	+	12288029	12290924	0	1	2895	12288028	cluster_1
5	14574600	14584700	AT5G36935	0.0	+	14574600	14584700	0	1	10100	14574599	cluster_1
3	17363360	17363833	AT3G47165	0.0	-	17363360	17363833	0	1	473	17363359	cluster_1
3	13427803	13428501	AT3G32902	0.0	-	13427803	13428501	0	1	698	13427802	cluster_1
2	6457721	6461341	AT2G14970	0.0	-	6457721	6461341	0	1	3620	6457715	cluster_1
3	13826473	13828506	AT3G33097	0.0	-	13826473	13828506	0	1	2033	13826472	cluster_1
3	12286486	12287153	AT3G30709	0.0	-	12286486	12287153	0	1	667	12286485	cluster_1
3	12319861	12326858	AT3G30716	0.0	-	12319861	12326858	0	1	6997	12319860	cluster_1
3	14167164	14168635	AT3G39935	0.0	+	14167164	14168635	0	1	1471	14167163	cluster_1
3	15387806	15390501	AT3G43460	0.0	-	15387806	15390501	0	1	2695	15387805	cluster_1
2	5900982	5905041	AT2G14040	0.0	-	5900982	5905041	0	1	4059	5900977	cluster_1
2	5221309	5225867	AT2G12740	0.0	-	5221309	5225867	0	1	4558	5221304	cluster_1
5	12242587	12244472	AT5G32596	0.0	-	12242587	12244472	0	1	1885	12242586	cluster_1
2	5139768	5140704	AT2G12600	0.0	+	5139768	5140704	0	1	936	5139763	cluster_1
4	3637063	3637789	AT4G06633	0.0	-	3637063	3637789	0	1	726	3637060	cluster_1
3	13923674	13924515	AT3G33131	0.0	+	13923674	13924515	0	1	841	13923673	cluster_1
3	14564581	14569779	AT3G42434	0.0	+	14564581	14569779	0	1	5198	14564580	cluster_1
3	11495187	11495699	AT3G29632	0.0	+	11495187	11495699	0	1	512	11495186	cluster_1
1	14581871	14584396	AT1G38870	0.0	-	14581871	14584396	0	1	2525	14581870	cluster_1
2	5265284	5266740	AT2G12830	0.0	+	5265284	5266740	0	1	1456	5265279	cluster_1
2	3809308	3811943	AT2G10040	0.0	-	3809308	3811943	0	1	2635	3809305	cluster_1
1	15800929	15805502	AT1G42320	0.0	+	15800929	15805502	0	1	4573	15800928	cluster_1
5	8624714	8629137	AT5G25045	0.0	-	8624714	8629137	0	1	4423	8624706	cluster_1
3	14160795	14163605	AT3G39230	0.0	-	14160795	14163605	0	1	2810	14160794	cluster_1
3	14828338	14830962	AT3G42720	0.0	-	14828338	14830962	0	1	2624	14828337	cluster_1
3	12334541	12337941	AT3G30718	0.0	+	12334541	12337941	0	1	3400	12334540	cluster_1
2	3826191	3828196	AT2G10100	0.0	+	3826191	3828196	0	1	2005	3826188	cluster_1
5	13278855	13279796	AT5G35021	0.0	-	13278855	13279796	0	1	941	13278854	cluster_1
3	15587720	15590947	AT3G43686	0.0	+	15587720	15590947	0	1	3227	15587719	cluster_1
4	4341586	4345237	AT4G07520	0.0	-	4341586	4345237	0	1	3651	4341582	cluster_1
5	11437644	11438267	AT5G31842	0.0	+	11437644	11438267	0	1	623	11437643	cluster_1
3	14581046	14583365	AT3G42445	0.0	-	14581046	14583365	0	1	2319	14581045	cluster_1
5	11073589	11074017	AT5G29033	0.0	+	11073589	11074017	0	1	428	11073588	cluster_1
2	4283680	4283931	AT2G10870	0.0	+	4283680	4283931	0	1	251	4283676	cluster_1
2	4111240	4115041	AT2G10570	0.0	+	4111240	4115041	0	1	3801	4111236	cluster_1
3	12428278	12431476	AT3G30763	0.0	-	12428278	12431476	0	1	3198	12428277	cluster_1
3	12291812	12294137	AT3G30710	0.0	-	12291812	12294137	0	1	2325	12291811	cluster_1
2	10593171	10595906	AT2G24890	0.0	+	10593171	10595906	0	1	2735	10593170	cluster_1
5	11575368	11575838	AT5G31536	0.0	+	11575368	11575838	0	1	470	11575367	cluster_1
4	2281319	2282656	AT4G04550	0.0	-	2281319	2282656	0	1	1337	2281317	cluster_1
3	14013961	14017579	AT3G33181	0.0	+	14013961	14017579	0	1	3618	14013960	cluster_1
2	7582174	7583230	AT2G17460	0.0	+	7582174	7583230	0	1	1056	7582167	cluster_1
2	4691738	4693050	AT2G11690	0.0	-	4691738	4693050	0	1	1312	4691734	cluster_1
4	2785708	2787991	AT4G05505	0.0	+	2785708	2787991	0	1	2283	2785706	cluster_1
3	15817539	15818150	AT3G44045	0.0	+	15817539	15818150	0	1	611	15817538	cluster_1
3	12511659	12513384	AT3G30816	0.0	+	12511659	12513384	0	1	1725	12511658	cluster_1
3	13431016	13435542	AT3G32895	0.0	+	13431016	13435542	0	1	4526	13431015	cluster_1
4	4157880	4160875	AT4G07339	0.0	-	4157880	4160875	0	1	2995	4157876	cluster_1
2	3729543	3731042	AT2G09865	0.0	-	3729543	3731042	0	1	1499	3729540	cluster_1
2	4706901	4708590	AT2G11740	0.0	-	4706901	4708590	0	1	1689	4706897	cluster_1
5	13410611	13412704	AT5G35150	0.0	+	13410611	13412704	0	1	2093	13410610	cluster_1
4	2252065	2256557	AT4G04530	0.0	-	2252065	2256557	0	1	4492	2252063	cluster_1
4	2982096	2983691	AT4G05616	0.0	-	2982096	2983691	0	1	1595	2982094	cluster_1
2	2505325	2510457	AT2G06350	0.0	-	2505325	2510457	0	1	5132	2505323	cluster_1
5	11158407	11159420	AT5G29295	0.0	-	11158407	11159420	0	1	1013	11158406	cluster_1
3	15031624	15037037	AT3G42993	0.0	+	15031624	15037037	0	1	5413	15031623	cluster_1
1	15478365	15481172	AT1G41660	0.0	+	15478365	15481172	0	1	2807	15478364	cluster_1
5	12396113	12396754	AT5G33000	0.0	+	12396113	12396754	0	1	641	12396112	cluster_1
1	14079031	14079707	AT1G37045	0.0	-	14079031	14079707	0	1	676	14079030	cluster_1
4	2697581	2703505	AT4G05280	0.0	+	2697581	2703505	0	1	5924	2697579	cluster_1
3	14618794	14619274	AT3G42474	0.0	+	14618794	14619274	0	1	480	14618793	cluster_1
5	12791432	12794551	AT5G33990	0.0	-	12791432	12794551	0	1	3119	12791431	cluster_1
2	3828199	3828646	AT2G10105	0.0	+	3828199	3828646	0	1	447	3828196	cluster_1
3	13442612	13448710	AT3G32899	0.0	-	13442612	13448710	0	1	6098	13442611	cluster_1
2	4688370	4690847	AT2G11680	0.0	+	4688370	4690847	0	1	2477	4688366	cluster_1
3	22113851	22114908	AT3G59860	0.0	-	22113851	22114908	0	1	1057	22113849	cluster_1
5	11472357	11473802	AT5G31962	0.0	-	11472357	11473802	0	1	1445	11472356	cluster_1
4	3433104	3438960	AT4G06550	0.0	+	3433104	3438960	0	1	5856	3433101	cluster_1
2	4251566	4252690	AT2G10802	0.0	+	4251566	4252690	0	1	1124	4251562	cluster_1
3	15324813	15325460	AT3G43380	0.0	-	15324813	15325460	0	1	647	15324812	cluster_1
4	3291150	3291377	AT4G06520	0.0	-	3291150	3291377	0	1	227	3291147	cluster_1
2	2502770	2504333	AT2G06340	0.0	-	2502770	2504333	0	1	1563	2502768	cluster_1
1	15677553	15680073	AT1G41910	0.0	+	15677553	15680073	0	1	2520	15677552	cluster_1
4	5027996	5028513	AT4G08106	0.0	-	5027996	5028513	0	1	517	5027991	cluster_1
1	15813844	15821323	AT1G42350	0.0	-	15813844	15821323	0	1	7479	15813843	cluster_1
3	14072061	14073143	AT3G33545	0.0	+	14072061	14073143	0	1	1082	14072060	cluster_1
4	3469500	3475244	AT4G06556	0.0	+	3469500	3475244	0	1	5744	3469497	cluster_1
5	12976650	12977309	AT5G34820	0.0	-	12976650	12977309	0	1	659	12976649	cluster_1
1	15596075	15596434	AT1G41827	0.0	+	15596075	15596434	0	1	359	15596074	cluster_1
1	4331062	4333220	AT1G12720	0.0	+	4331062	4333220	0	1	2158	4331058	cluster_1
2	10603974	10608030	AT2G24930	0.0	-	10603974	10608030	0	1	4056	10603973	cluster_1
2	2387605	2389725	AT2G06130	0.0	-	2387605	2389725	0	1	2120	2387603	cluster_1
5	13280387	13283296	AT5G35023	0.0	-	13280387	13283296	0	1	2909	13280386	cluster_1
3	14028344	14029295	AT3G33189	0.0	+	14028344	14029295	0	1	951	14028343	cluster_1
3	16644521	16647172	AT3G45380	0.0	-	16644521	16647172	0	1	2651	16644520	cluster_1
2	3914735	3919618	AT2G10240	0.0	+	3914735	3919618	0	1	4883	3914732	cluster_1
3	14416062	14419442	AT3G42255	0.0	+	14416062	14419442	0	1	3380	14416061	cluster_1
3	14854614	14855560	AT3G42760	0.0	-	14854614	14855560	0	1	946	14854613	cluster_1
3	12228316	12232218	AT3G30680	0.0	-	12228316	12232218	0	1	3902	12228315	cluster_1
5	10398191	10400049	AT5G28464	0.0	+	10398191	10400049	0	1	1858	10398190	cluster_1
3	11658757	11659845	AT3G29777	0.0	-	11658757	11659845	0	1	1088	11658756	cluster_1
2	2543161	2547826	AT2G06430	0.0	+	2543161	2547826	0	1	4665	2543159	cluster_1
2	17546140	17546559	AT2G42050	0.0	-	17546140	17546559	0	1	419	17546139	cluster_2
4	3784503	3789539	AT4G06640	0.0	+	3784503	3789539	0	1	5036	3784500	cluster_2
2	1743182	1745150	AT2G04950	0.0	+	1743182	1745150	0	1	1968	1743181	cluster_2
4	1619563	1624141	AT4G03650	0.0	+	1619563	1624141	0	1	4578	1619562	cluster_2
3	12579885	12585786	AT3G30838	0.0	-	12579885	12585786	0	1	5901	12579884	cluster_2
5	11206792	11210598	AT5G29565	0.0	+	11206792	11210598	0	1	3806	11206791	cluster_2
2	8562495	8566522	AT2G19840	0.0	-	8562495	8566522	0	1	4027	8562487	cluster_2
5	13182692	13184771	AT5G34860	0.0	-	13182692	13184771	0	1	2079	13182691	cluster_2
2	2717359	2719979	AT2G06800	0.0	+	2717359	2719979	0	1	2620	2717357	cluster_2
5	11664596	11667214	AT5G31702	0.0	-	11664596	11667214	0	1	2618	11664595	cluster_2
5	12466110	12468921	AT5G33220	0.0	+	12466110	12468921	0	1	2811	12466109	cluster_2
5	11374055	11374642	AT5G30428	0.0	+	11374055	11374642	0	1	587	11374054	cluster_2
4	4099561	4103088	AT4G06752	0.0	-	4099561	4103088	0	1	3527	4099557	cluster_2
2	2703902	2704988	AT2G06770	0.0	-	2703902	2704988	0	1	1086	2703900	cluster_2
2	5895268	5898637	AT2G14030	0.0	-	5895268	5898637	0	1	3369	5895263	cluster_2
4	5011919	5013433	AT4G08101	0.0	-	5011919	5013433	0	1	1514	5011914	cluster_2
3	12547923	12549512	AT3G30832	0.0	-	12547923	12549512	0	1	1589	12547922	cluster_2
4	2850479	2855344	AT4G05582	0.0	+	2850479	2855344	0	1	4865	2850477	cluster_2
3	12019426	12025026	AT3G30405	0.0	+	12019426	12025026	0	1	5600	12019425	cluster_2
4	4944667	4946775	AT4G08072	0.0	-	4944667	4946775	0	1	2108	4944663	cluster_2
5	11335386	11339141	AT5G30060	0.0	+	11335386	11339141	0	1	3755	11335385	cluster_2
1	16046270	16049993	AT1G42695	0.0	+	16046270	16049993	0	1	3723	16046269	cluster_2
2	4676310	4677842	AT2G11650	0.0	-	4676310	4677842	0	1	1532	4676306	cluster_2
4	4508058	4513286	AT4G07725	0.0	-	4508058	4513286	0	1	5228	4508054	cluster_2
3	12280455	12284671	AT3G30708	0.0	-	12280455	12284671	0	1	4216	12280454	cluster_2
2	2882424	2882717	AT2G06973	0.0	-	2882424	2882717	0	1	293	2882422	cluster_2
2	2392860	2394904	AT2G06140	0.0	+	2392860	2394904	0	1	2044	2392858	cluster_2
4	4567163	4571912	AT4G07760	0.0	+	4567163	4571912	0	1	4749	4567159	cluster_2
3	12607271	12608250	AT3G30843	0.0	-	12607271	12608250	0	1	979	12607270	cluster_2
3	13818738	13820758	AT3G33091	0.0	-	13818738	13820758	0	1	2020	13818737	cluster_2
1	12820034	12822787	AT1G35060	0.0	+	12820034	12822787	0	1	2753	12820033	cluster_2
3	13521212	13524114	AT3G32975	0.0	-	13521212	13524114	0	1	2902	13521211	cluster_2
4	3594144	3597062	AT4G06587	0.0	-	3594144	3597062	0	1	2918	3594141	cluster_2
5	13070534	13074757	AT5G34849	0.0	+	13070534	13074757	0	1	4223	13070533	cluster_2
5	9925219	9930411	AT5G27905	0.0	+	9925219	9930411	0	1	5192	9925210	cluster_2
5	14511170	14511865	AT5G36850	0.0	-	14511170	14511865	0	1	695	14511169	cluster_2
1	12570841	12572126	AT1G34405	0.0	-	12570841	12572126	0	1	1285	12570840	cluster_2
3	12257910	12259649	AT3G30703	0.0	+	12257910	12259649	0	1	1739	12257909	cluster_2
5	13276671	13277363	AT5G35010	0.0	+	13276671	13277363	0	1	692	13276670	cluster_2
1	14462414	14463247	AT1G38416	0.0	+	14462414	14463247	0	1	833	14462413	cluster_2
5	12254967	12256655	AT5G32605	0.0	-	12254967	12256655	0	1	1688	12254966	cluster_2
3	18738630	18739261	AT3G50490	0.0	+	18738630	18739261	0	1	631	18738629	cluster_2
1	15518698	15521174	AT1G41746	0.0	-	15518698	15521174	0	1	2476	15518697	cluster_2
1	16107024	16109446	AT1G42852	0.0	-	16107024	16109446	0	1	2422	16107023	cluster_2
1	14262831	14263586	AT1G37801	0.0	+	14262831	14263586	0	1	755	14262830	cluster_2
4	4924776	4928259	AT4G08060	0.0	-	4924776	4928259	0	1	3483	4924772	cluster_2
2	5228220	5230996	AT2G12750	0.0	-	5228220	5230996	0	1	2776	5228215	cluster_2
3	13092825	13093479	AT3G32093	0.0	+	13092825	13093479	0	1	654	13092824	cluster_2
4	3603870	3604889	AT4G06625	0.0	-	3603870	3604889	0	1	1019	3603867	cluster_2
1	18847410	18849654	AT1G50850	0.0	-	18847410	18849654	0	1	2244	18847409	cluster_2
5	11150677	11152845	AT5G29100	0.0	-	11150677	11152845	0	1	2168	11150676	cluster_2
5	12639704	12640306	AT5G33387	0.0	+	12639704	12640306	0	1	602	12639703	cluster_2
5	13134876	13136513	AT5G34858	0.0	-	13134876	13136513	0	1	1637	13134875	cluster_2
3	14295721	14296950	AT3G42120	0.0	+	14295721	14296950	0	1	1229	14295720	cluster_2
5	10156026	10159001	AT5G28173	0.0	-	10156026	10159001	0	1	2975	10156025	cluster_2
4	5090577	5092797	AT4G08120	0.0	-	5090577	5092797	0	1	2220	5090572	cluster_2
4	13624728	13627237	AT4G27200	0.0	+	13624728	13627237	0	1	2509	13624727	cluster_2
2	4460460	4462103	AT2G11220	0.0	+	4460460	4462103	0	1	1643	4460456	cluster_2
4	3154644	3158594	AT4G06499	0.0	-	3154644	3158594	0	1	3950	3154641	cluster_2
5	10786308	10788949	AT5G28760	0.0	+	10786308	10788949	0	1	2641	10786307	cluster_2
5	11107776	11109629	AT5G29046	0.0	+	11107776	11109629	0	1	1853	11107775	cluster_2
4	3322816	3326895	AT4G06527	0.0	-	3322816	3326895	0	1	4079	3322813	cluster_2
4	5093873	5095316	AT4G08130	0.0	+	5093873	5095316	0	1	1443	5093868	cluster_2
1	13000586	13005078	AT1G35370	0.0	+	13000586	13005078	0	1	4492	13000585	cluster_2
5	13275208	13275881	AT5G35000	0.0	+	13275208	13275881	0	1	673	13275207	cluster_2
4	2246161	2249105	AT4G04520	0.0	+	2246161	2249105	0	1	2944	2246159	cluster_2
5	11567516	11568304	AT5G30870	0.0	+	11567516	11568304	0	1	788	11567515	cluster_2
2	2800668	2802977	AT2G06900	0.0	+	2800668	2802977	0	1	2309	2800666	cluster_2
2	2570237	2570643	AT2G06480	0.0	+	2570237	2570643	0	1	406	2570235	cluster_2
2	5528301	5531548	AT2G13330	0.0	-	5528301	5531548	0	1	3247	5528296	cluster_2
5	13644789	13649513	AT5G35416	0.0	-	13644789	13649513	0	1	4724	13644788	cluster_2
2	6524754	6528513	AT2G15060	0.0	-	6524754	6528513	0	1	3759	6524748	cluster_2
3	14388225	14389905	AT3G42233	0.0	+	14388225	14389905	0	1	1680	14388224	cluster_2
3	13249035	13251125	AT3G32300	0.0	-	13249035	13251125	0	1	2090	13249034	cluster_2
3	14406118	14406834	AT3G42251	0.0	+	14406118	14406834	0	1	716	14406117	cluster_2
5	11171500	11174052	AT5G29408	0.0	-	11171500	11174052	0	1	2552	11171499	cluster_2
4	7821030	7821656	AT4G13455	0.0	+	7821030	7821656	0	1	626	7821023	cluster_2
5	14295283	14297046	AT5G36275	0.0	-	14295283	14297046	0	1	1763	14295282	cluster_2
1	12719357	12719887	AT1G34720	0.0	-	12719357	12719887	0	1	530	12719356	cluster_2
2	7012570	7013466	AT2G16160	0.0	+	7012570	7013466	0	1	896	7012563	cluster_2
5	14156684	14157622	AT5G36015	0.0	-	14156684	14157622	0	1	938	14156683	cluster_2
5	20209066	20209306	AT5G49743	0.0	+	20209066	20209306	0	1	240	20209064	cluster_2
3	13017167	13019596	AT3G32033	0.0	-	13017167	13019596	0	1	2429	13017166	cluster_2
5	11149622	11150540	AT5G29090	0.0	+	11149622	11150540	0	1	918	11149621	cluster_2
