V1	V2	V3	V4		
GSM532326	FRiP	score:	0.204463686		20.44636862
GSM1925421	FRiP	score:	0.203362786		20.33627857
GSM1925463	FRiP	score:	0.201979545		20.1979545
GSM2130880	FRiP	score:	0.201353912		20.1353912
GSM1925577	FRiP	score:	0.200937192		20.09371917
GSM1925794	FRiP	score:	0.20085628		20.085628
GSM1925835	FRiP	score:	0.200648369		20.06483689
GSM1925492	FRiP	score:	0.200100454		20.01004538
GSM2130882	FRiP	score:	0.19948317		19.94831701
GSM2130974	FRiP	score:	0.199391787		19.9391787
GSM1925340	FRiP	score:	0.198793074		19.87930735
GSM1925788	FRiP	score:	0.198654967		19.86549674
GSM1925176	FRiP	score:	0.197013986		19.70139859
GSM1925476	FRiP	score:	0.196981732		19.69817322
GSM1925637	FRiP	score:	0.196583451		19.65834515
GSM2130890	FRiP	score:	0.196334877		19.63348767
GSM506208	FRiP	score:	0.196100381		19.61003812
GSM3717047	FRiP	score:	0.194312567		19.43125675
GSM1925290	FRiP	score:	0.193753688		19.37536876
GSM1925156	FRiP	score:	0.193474773		19.34747728
GSM1925488	FRiP	score:	0.193363915		19.33639152
GSM1925330	FRiP	score:	0.193324459		19.3324459
GSM1925269	FRiP	score:	0.192602271		19.26022707
GSM1264686	FRiP	score:	0.192319805		19.23198054
GSM1925044	FRiP	score:	0.192151548		19.2151548
SRX215435	FRiP	score:	0.191383788		19.13837876
SAMEA3312802	FRiP	score:	0.18997285		18.99728497
GSM1925703	FRiP	score:	0.189598304		18.95983038
SRX215470	FRiP	score:	0.188660919		18.86609187
GSM1925036	FRiP	score:	0.188584636		18.85846355
GSM1925461	FRiP	score:	0.188574711		18.85747113
GSM1925441	FRiP	score:	0.187706447		18.7706447
GSM1925111	FRiP	score:	0.187252919		18.72529189
GSM2130907	FRiP	score:	0.187238752		18.72387516
GSM1925711	FRiP	score:	0.186235515		18.6235515
SRX215437	FRiP	score:	0.185701404		18.57014035
GSM2130934	FRiP	score:	0.183119404		18.31194045
GSM1925263	FRiP	score:	0.18309066		18.309066
GSM2476324	FRiP	score:	0.182068479		18.20684793
GSM1925781	FRiP	score:	0.180592942		18.05929419
GSM1925019	FRiP	score:	0.180564572		18.05645722
GSM1925299	FRiP	score:	0.180335769		18.03357689
SRX215473	FRiP	score:	0.180314887		18.0314887
GSM1925784	FRiP	score:	0.180242948		18.02429481
GSM1925646	FRiP	score:	0.180185763		18.01857631
GSM1925374	FRiP	score:	0.179488693		17.94886935
GSM1925641	FRiP	score:	0.179478472		17.94784717
GSM1925013	FRiP	score:	0.1794123		17.94123001
GSM1925497	FRiP	score:	0.179096034		17.90960342
GSM878068	FRiP	score:	0.178928509		17.89285089
GSM1925391	FRiP	score:	0.177347254		17.73472539
GSM1925542	FRiP	score:	0.176916651		17.69166509
GSM1463814	FRiP	score:	0.176229055		17.62290546
GSM2130905	FRiP	score:	0.175959738		17.59597382
GSM1925188	FRiP	score:	0.175874842		17.58748424
GSM1925643	FRiP	score:	0.175867506		17.58675058
GSM1925352	FRiP	score:	0.175594911		17.55949111
GSM1925770	FRiP	score:	0.174773073		17.47730734
GSM1925312	FRiP	score:	0.17407895		17.40789503
GSM1925316	FRiP	score:	0.173931939		17.3931939
GSM2471036	FRiP	score:	0.172856062		17.28560624
GSM1925512	FRiP	score:	0.172655626		17.26556256
GSM1925807	FRiP	score:	0.171524295		17.15242945
SRX215439	FRiP	score:	0.171301503		17.13015029
GSM1925075	FRiP	score:	0.171193177		17.11931768
GSM1925924	FRiP	score:	0.171015973		17.10159729
GSM1925414	FRiP	score:	0.17066668		17.06666797
GSM1925157	FRiP	score:	0.170652343		17.06523433
GSM3530727	FRiP	score:	0.170267025		17.02670249
GSM1925199	FRiP	score:	0.170253608		17.02536081
GSM1925925	FRiP	score:	0.16890815		16.89081505
GSM1925217	FRiP	score:	0.168657194		16.86571941
GSM1925380	FRiP	score:	0.168650548		16.86505479
SRX215474	FRiP	score:	0.168611314		16.86113144
GSM1925456	FRiP	score:	0.167395135		16.73951354
GSM1925673	FRiP	score:	0.167124754		16.71247542
GSM1925254	FRiP	score:	0.16686626		16.68662598
GSM1925683	FRiP	score:	0.166048896		16.60488956
GSM1925753	FRiP	score:	0.165964917		16.59649167
GSM2130932	FRiP	score:	0.165646561		16.56465607
GSM2130870	FRiP	score:	0.165404041		16.54040407
GSM1925195	FRiP	score:	0.163679363		16.36793632
SRX215432	FRiP	score:	0.162341548		16.23415481
GSM1925663	FRiP	score:	0.161380059		16.13800592
GSM1925589	FRiP	score:	0.161062542		16.10625424
GSM2130920	FRiP	score:	0.161001658		16.10016581
GSM1925202	FRiP	score:	0.160382661		16.03826606
GSM1925276	FRiP	score:	0.16021271		16.02127096
GSM1925047	FRiP	score:	0.159275576		15.92755761
GSM1925804	FRiP	score:	0.158904111		15.89041112
GSM1925668	FRiP	score:	0.158155471		15.81554706
GSM1925805	FRiP	score:	0.158092211		15.80922105
GSM1925105	FRiP	score:	0.15683934		15.68393396
GSM1925778	FRiP	score:	0.156695766		15.66957663
GSM1925130	FRiP	score:	0.156058675		15.60586753
GSM1925315	FRiP	score:	0.156026084		15.60260841
GSM1419604	FRiP	score:	0.155940747		15.59407466
GSM1925729	FRiP	score:	0.15485804		15.48580399
GSM1499343	FRiP	score:	0.154630477		15.46304772
GSM1925625	FRiP	score:	0.154585677		15.45856767
GSM2130948	FRiP	score:	0.154401661		15.44016611
GSM1925048	FRiP	score:	0.153676189		15.36761887
GSM2130884	FRiP	score:	0.152594791		15.25947909
SRX215436	FRiP	score:	0.15216589		15.21658898
GSM1925077	FRiP	score:	0.152010411		15.20104105
GSM1925359	FRiP	score:	0.151693219		15.16932193
GSM1925236	FRiP	score:	0.151238671		15.12386708
GSM2857904	FRiP	score:	0.150800538		15.08005382
SRX215438	FRiP	score:	0.149397435		14.93974354
GSM1499346	FRiP	score:	0.149253806		14.92538063
GSM1925844	FRiP	score:	0.149031869		14.90318688
GSM1925318	FRiP	score:	0.148475966		14.84759665
GSM1925241	FRiP	score:	0.148023595		14.80235953
GSM1925752	FRiP	score:	0.147885724		14.78857244
GSM1925664	FRiP	score:	0.146932724		14.69327242
GSM1925813	FRiP	score:	0.146226621		14.62266207
GSM2130918	FRiP	score:	0.145975639		14.59756391
GSM1925097	FRiP	score:	0.145959879		14.59598794
GSM1925887	FRiP	score:	0.145523162		14.55231619
GSM1925120	FRiP	score:	0.145355936		14.53559357
GSM1925454	FRiP	score:	0.145266238		14.52662384
GSM1925886	FRiP	score:	0.145196087		14.51960866
GSM1925193	FRiP	score:	0.145184318		14.51843176
GSM1925311	FRiP	score:	0.144367237		14.43672365
GSM1925697	FRiP	score:	0.144227101		14.42271007
GSM759580	FRiP	score:	0.143473361		14.34733606
GSM2130930	FRiP	score:	0.14342466		14.34246597
GSM1925559	FRiP	score:	0.143158699		14.31586995
GSM1925891	FRiP	score:	0.143006066		14.30060657
GSM2857898	FRiP	score:	0.142839457		14.28394566
GSM1925323	FRiP	score:	0.14210285		14.21028501
GSM1925733	FRiP	score:	0.142018851		14.20188511
GSM1925005	FRiP	score:	0.141606862		14.16068619
GSM1925516	FRiP	score:	0.139752171		13.97521712
GSM1925536	FRiP	score:	0.139268082		13.92680824
GSM1618741	FRiP	score:	0.138439105		13.84391046
GSM506211	FRiP	score:	0.138413104		13.84131043
GSM1925362	FRiP	score:	0.136394987		13.63949874
GSM1925369	FRiP	score:	0.136324284		13.6324284
GSM1925771	FRiP	score:	0.136215155		13.62151552
GSM1419605	FRiP	score:	0.136203824		13.62038242
SRX733461	FRiP	score:	0.135913482		13.59134818
GSM1499344	FRiP	score:	0.135557067		13.55570666
GSM1925569	FRiP	score:	0.135509494		13.55094942
GSM2857905	FRiP	score:	0.135041273		13.50412735
GSM1925260	FRiP	score:	0.134231375		13.42313752
GSM1925508	FRiP	score:	0.13392473		13.39247299
GSM1925694	FRiP	score:	0.133857961		13.38579612
GSM1499345	FRiP	score:	0.133579942		13.35799416
GSM1925283	FRiP	score:	0.132466926		13.24669256
GSM1925819	FRiP	score:	0.129537233		12.95372326
GSM1925214	FRiP	score:	0.128528678		12.85286782
GSM1925124	FRiP	score:	0.128111594		12.81115941
GSM605656	FRiP	score:	0.127572843		12.7572843
GSM1925720	FRiP	score:	0.127512196		12.75121961
GSM1925564	FRiP	score:	0.127421308		12.74213083
GSM1925926	FRiP	score:	0.127326581		12.73265808
GSM3530729	FRiP	score:	0.127310822		12.73108215
GSM1925264	FRiP	score:	0.127079406		12.7079406
GSM1925796	FRiP	score:	0.126715243		12.67152426
GSM1925062	FRiP	score:	0.12671128		12.67112801
GSM1925867	FRiP	score:	0.126705834		12.67058336
GSM1925927	FRiP	score:	0.126261004		12.62610044
GSM1925866	FRiP	score:	0.126143379		12.61433787
GSM1925929	FRiP	score:	0.125749746		12.57497464
GSM1925102	FRiP	score:	0.125712268		12.57122677
GSM1925928	FRiP	score:	0.125424089		12.54240888
GSM2130886	FRiP	score:	0.125205561		12.52055611
GSM1925073	FRiP	score:	0.124650048		12.46500482
SRX215433	FRiP	score:	0.124457588		12.44575882
GSM1925186	FRiP	score:	0.123953287		12.3953287
GSM1925164	FRiP	score:	0.123935094		12.3935094
GSM1925561	FRiP	score:	0.122833162		12.28331617
GSM506210	FRiP	score:	0.122178217		12.21782171
GSM1925121	FRiP	score:	0.121311135		12.13111349
GSM1925284	FRiP	score:	0.120720356		12.07203558
GSM1925407	FRiP	score:	0.119935998		11.99359975
GSM1925721	FRiP	score:	0.119765215		11.97652153
GSM1925724	FRiP	score:	0.119474028		11.94740278
GSM1463808	FRiP	score:	0.119371893		11.93718931
GSM1925467	FRiP	score:	0.118899159		11.88991595
GSM1925066	FRiP	score:	0.118287646		11.82876456
GSM1925265	FRiP	score:	0.116884753		11.68847526
GSM2857900	FRiP	score:	0.116372729		11.63727295
GSM1925487	FRiP	score:	0.115987729		11.59877286
GSM1925110	FRiP	score:	0.115619184		11.56191841
GSM1925858	FRiP	score:	0.115506473		11.55064735
GSM761689	FRiP	score:	0.114879265		11.48792655
GSM1925677	FRiP	score:	0.114361425		11.4361425
GSM1925198	FRiP	score:	0.113061034		11.30610343
GSM424618	FRiP	score:	0.112142211		11.21422106
GSM1925003	FRiP	score:	0.111917621		11.19176212
GSM1925573	FRiP	score:	0.111908717		11.19087166
GSM759581	FRiP	score:	0.111378347		11.13783473
SRX2762736	FRiP	score:	0.11107963		11.10796304
GSM1925444	FRiP	score:	0.110546765		11.05467649
GSM1925406	FRiP	score:	0.11052592		11.05259204
GSM1925474	FRiP	score:	0.110350488		11.03504881
GSM1925007	FRiP	score:	0.109198505		10.91985053
GSM1925458	FRiP	score:	0.108106464		10.81064637
GSM1925644	FRiP	score:	0.107837047		10.78370471
GSM1925031	FRiP	score:	0.107649536		10.76495361
GSM1925016	FRiP	score:	0.107519737		10.75197368
GSM1925490	FRiP	score:	0.107219198		10.72191984
GSM1925571	FRiP	score:	0.106289171		10.62891705
GSM1925118	FRiP	score:	0.106228027		10.62280269
GSM4455285	FRiP	score:	0.105799421		10.5799421
GSM1925548	FRiP	score:	0.105536518		10.55365177
GSM1925403	FRiP	score:	0.105053894		10.50538938
GSM1925499	FRiP	score:	0.104920705		10.49207047
GSM1925606	FRiP	score:	0.104872128		10.48721279
GSM1925337	FRiP	score:	0.104735277		10.47352773
GSM1925091	FRiP	score:	0.104510324		10.4510324
GSM1925191	FRiP	score:	0.104461347		10.44613471
GSM1925128	FRiP	score:	0.10436294		10.43629396
SRX2762738	FRiP	score:	0.10391426		10.39142605
GSM1925617	FRiP	score:	0.103500299		10.35002995
GSM1925417	FRiP	score:	0.102269645		10.22696449
SRX2762752	FRiP	score:	0.101048051		10.10480512
GSM1925234	FRiP	score:	0.10060719		10.060719
GSM1925859	FRiP	score:	0.100551332		10.05513322
GSM1925355	FRiP	score:	0.100118378		10.01183778
SRX1553101	FRiP	score:	0.099926123		9.992612265
GSM1925745	FRiP	score:	0.099910306		9.991030633
GSM1925346	FRiP	score:	0.099866605		9.986660529
GSM761690	FRiP	score:	0.09942366		9.942366031
SAMEA3312801	FRiP	score:	0.097758716		9.7758716
GSM1925123	FRiP	score:	0.097410504		9.741050428
GSM1925253	FRiP	score:	0.097347038		9.734703793
GSM1925189	FRiP	score:	0.097051895		9.705189491
GSM1925477	FRiP	score:	0.096784553		9.678455275
GSM1925295	FRiP	score:	0.096767698		9.676769766
GSM1925645	FRiP	score:	0.096618352		9.661835193
GSM759582	FRiP	score:	0.096543735		9.654373548
GSM1925038	FRiP	score:	0.096525926		9.652592636
GSM1925285	FRiP	score:	0.095398753		9.539875329
GSM1925727	FRiP	score:	0.095072669		9.507266918
GSM958798	FRiP	score:	0.094268998		9.426899771
GSM1925748	FRiP	score:	0.094093564		9.409356413
GSM1925377	FRiP	score:	0.094073341		9.407334056
GSM1925684	FRiP	score:	0.093889741		9.388974101
GSM1925728	FRiP	score:	0.093543548		9.354354824
GSM1925107	FRiP	score:	0.093193702		9.319370152
GSM1925587	FRiP	score:	0.093138478		9.313847785
GSM1925388	FRiP	score:	0.092786759		9.278675854
GSM1925393	FRiP	score:	0.092524622		9.252462182
GSM1925328	FRiP	score:	0.092429494		9.242949414
GSM1925546	FRiP	score:	0.092262905		9.226290455
GSM1925734	FRiP	score:	0.092196576		9.219657605
GSM1925475	FRiP	score:	0.09194865		9.194865013
GSM1925647	FRiP	score:	0.091897976		9.189797593
GSM1925757	FRiP	score:	0.091659924		9.165992415
SRX1550559	FRiP	score:	0.091398113		9.139811301
GSM1925256	FRiP	score:	0.091234243		9.123424319
GSM1925020	FRiP	score:	0.09052413		9.052413016
GSM1925765	FRiP	score:	0.09012118		9.012117979
GSM1925754	FRiP	score:	0.089801001		8.980100069
GSM1925616	FRiP	score:	0.088869234		8.886923419
GSM1925103	FRiP	score:	0.088431983		8.843198266
GSM1925479	FRiP	score:	0.087898518		8.789851797
GSM1925322	FRiP	score:	0.087779071		8.777907136
GSM1925423	FRiP	score:	0.087672753		8.767275281
GSM1925710	FRiP	score:	0.087635489		8.763548915
GSM1925707	FRiP	score:	0.086074468		8.607446822
GSM1925451	FRiP	score:	0.08570291		8.57029102
GSM1925899	FRiP	score:	0.085461427		8.546142681
GSM940585	FRiP	score:	0.085176107		8.517610729
GSM1925072	FRiP	score:	0.085124347		8.512434668
GSM1925411	FRiP	score:	0.084677709		8.467770934
GSM1925298	FRiP	score:	0.084274911		8.427491099
GSM1499340	FRiP	score:	0.084205137		8.420513689
GSM1925379	FRiP	score:	0.083453625		8.345362543
GSM940586	FRiP	score:	0.083318649		8.331864948
GSM2476320	FRiP	score:	0.083040125		8.304012512
GSM865709	FRiP	score:	0.082983152		8.298315194
SRX156079	FRiP	score:	0.081735918		8.173591792
GSM1925468	FRiP	score:	0.081314508		8.131450784
GSM1925562	FRiP	score:	0.081274686		8.127468577
GSM1925709	FRiP	score:	0.081033881		8.103388082
GSM1925400	FRiP	score:	0.080800453		8.080045345
GSM2702730	FRiP	score:	0.080460721		8.046072081
GSM1618742	FRiP	score:	0.079964877		7.996487724
GSM1925774	FRiP	score:	0.079768298		7.976829832
GSM1925173	FRiP	score:	0.079676457		7.967645747
GSM2916535	FRiP	score:	0.079075834		7.907583402
GSM1925455	FRiP	score:	0.078142798		7.814279825
GSM1925420	FRiP	score:	0.077861787		7.786178739
GSM1925321	FRiP	score:	0.077568185		7.756818468
GSM1925486	FRiP	score:	0.077034384		7.703438362
GSM1925580	FRiP	score:	0.07684605		7.684605037
GSM1925076	FRiP	score:	0.076759027		7.675902739
GSM1925257	FRiP	score:	0.075637552		7.56375517
GSM1925685	FRiP	score:	0.075428187		7.54281872
GSM956128	FRiP	score:	0.075423961		7.542396118
GSM1925795	FRiP	score:	0.075276638		7.527663765
GSM1925101	FRiP	score:	0.075204351		7.520435088
GSM3141562	FRiP	score:	0.074172651		7.417265146
GSM1925763	FRiP	score:	0.073740466		7.374046604
GSM1925895	FRiP	score:	0.073396334		7.339633443
GSM1925450	FRiP	score:	0.073263364		7.326336391
GSM1925608	FRiP	score:	0.072450759		7.245075869
GSM1592577	FRiP	score:	0.071640769		7.164076927
GSM4074099	FRiP	score:	0.071311869		7.131186934
GSM1925494	FRiP	score:	0.070831949		7.083194902
GSM1925034	FRiP	score:	0.070366187		7.036618692
GSM1925695	FRiP	score:	0.070155314		7.015531442
GSM1925230	FRiP	score:	0.069931269		6.993126881
GSM1925419	FRiP	score:	0.069890485		6.989048464
GSM1925622	FRiP	score:	0.06952985		6.952985029
GSM1925304	FRiP	score:	0.069159095		6.915909503
GSM1925613	FRiP	score:	0.069075964		6.907596354
GSM1925309	FRiP	score:	0.068996193		6.899619342
GSM1925405	FRiP	score:	0.068618473		6.861847284
GSM1925361	FRiP	score:	0.068430209		6.843020868
GSM1925011	FRiP	score:	0.068291974		6.829197397
GSM1925642	FRiP	score:	0.067902986		6.790298554
GSM1925296	FRiP	score:	0.065977665		6.597766459
GSM1925262	FRiP	score:	0.065782581		6.578258119
GSM1925730	FRiP	score:	0.065782263		6.5782263
GSM1925576	FRiP	score:	0.065282754		6.528275416
GSM1925251	FRiP	score:	0.065143607		6.514360677
GSM1925150	FRiP	score:	0.065141522		6.514152204
GSM1925132	FRiP	score:	0.065113221		6.511322149
SRX1133373	FRiP	score:	0.063614302		6.361430175
GSM1925766	FRiP	score:	0.063544927		6.354492687
GSM1925676	FRiP	score:	0.063118462		6.31184621
SRX1133372	FRiP	score:	0.062755588		6.275558813
GSM1925604	FRiP	score:	0.062571769		6.257176927
GSM1925373	FRiP	score:	0.062435261		6.243526136
GSM1925434	FRiP	score:	0.062412826		6.241282608
GSM1925826	FRiP	score:	0.062328438		6.23284377
GSM1925342	FRiP	score:	0.061991896		6.199189581
GSM3040335	FRiP	score:	0.06182697		6.182696986
GSM2086282	FRiP	score:	0.061674144		6.167414444
GSM1925078	FRiP	score:	0.061459715		6.145971458
GSM1925656	FRiP	score:	0.059650777		5.965077711
GSM1925370	FRiP	score:	0.059342088		5.934208826
GSM1925537	FRiP	score:	0.059226362		5.92263618
GSM1925041	FRiP	score:	0.059061008		5.906100787
GSM1925367	FRiP	score:	0.058837919		5.883791864
GSM1925142	FRiP	score:	0.058505624		5.850562413
GSM1925335	FRiP	score:	0.057815533		5.781553266
GSM1925691	FRiP	score:	0.057362945		5.736294474
GSM1925739	FRiP	score:	0.057094232		5.709423214
GSM1925896	FRiP	score:	0.056813736		5.681373589
GSM1925326	FRiP	score:	0.05670014		5.670014027
GSM1925578	FRiP	score:	0.056412487		5.64124868
GSM1925279	FRiP	score:	0.056045531		5.60455315
GSM1925897	FRiP	score:	0.05604389		5.604389024
SAMEA3312800	FRiP	score:	0.055879596		5.587959579
GSM1925046	FRiP	score:	0.055773579		5.5773579
GSM1925701	FRiP	score:	0.055753262		5.575326177
SAMEA3312799	FRiP	score:	0.05560979		5.560978965
GSM1925588	FRiP	score:	0.054703769		5.470376899
GSM1925705	FRiP	score:	0.054536702		5.4536702
GSM1925610	FRiP	score:	0.054427294		5.442729382
GSM1925672	FRiP	score:	0.054382319		5.438231892
GSM1925021	FRiP	score:	0.053476509		5.347650855
GSM1925401	FRiP	score:	0.053381277		5.338127716
GSM1925764	FRiP	score:	0.053077328		5.307732807
GSM1925081	FRiP	score:	0.052295941		5.229594058
GSM1925014	FRiP	score:	0.052289846		5.228984634
GSM1925249	FRiP	score:	0.052058099		5.20580992
GSM1925462	FRiP	score:	0.05165082		5.165081972
GSM1925131	FRiP	score:	0.051253028		5.125302848
GSM1925482	FRiP	score:	0.050777509		5.077750879
GSM1925602	FRiP	score:	0.050644873		5.064487312
GSM1925356	FRiP	score:	0.050150635		5.015063459
GSM4074096	FRiP	score:	0.050119301		5.011930064
GSM1925619	FRiP	score:	0.049633889		4.963388905
GSM2916534	FRiP	score:	0.048182568		4.818256753
GSM1925192	FRiP	score:	0.047852937		4.78529374
GSM1925882	FRiP	score:	0.047823127		4.782312692
GSM1925883	FRiP	score:	0.04770269		4.770268959
GSM1925568	FRiP	score:	0.047681518		4.768151755
GSM1925909	FRiP	score:	0.047160185		4.716018502
GSM3141566	FRiP	score:	0.046919925		4.691992508
GSM1925347	FRiP	score:	0.04677356		4.677356038
GSM1925404	FRiP	score:	0.046129147		4.612914734
GSM2916533	FRiP	score:	0.045714796		4.571479634
GSM958796	FRiP	score:	0.045634558		4.563455788
GSM1925280	FRiP	score:	0.04540823		4.540822983
GSM4074100	FRiP	score:	0.044582568		4.458256824
GSM1925769	FRiP	score:	0.044324316		4.432431571
GSM1925630	FRiP	score:	0.044287847		4.428784688
GSM1925657	FRiP	score:	0.044233694		4.423369383
GSM1925572	FRiP	score:	0.043957573		4.395757262
GSM1925259	FRiP	score:	0.04356089		4.356088983
GSM1925360	FRiP	score:	0.043302786		4.330278622
GSM1925436	FRiP	score:	0.043226215		4.322621481
GSM1925575	FRiP	score:	0.042885346		4.288534589
GSM1925389	FRiP	score:	0.042537164		4.253716434
GSM1925803	FRiP	score:	0.042473353		4.247335276
GSM1925246	FRiP	score:	0.042434146		4.2434146
GSM1925252	FRiP	score:	0.04223436		4.223436048
GSM1925160	FRiP	score:	0.04210707		4.210707035
GSM1925050	FRiP	score:	0.0410196		4.101960018
GSM1925907	FRiP	score:	0.039589805		3.958980547
GSM1925768	FRiP	score:	0.039523227		3.95232274
GSM1925271	FRiP	score:	0.039491743		3.949174254
GSM1925183	FRiP	score:	0.039348971		3.934897102
GSM1925412	FRiP	score:	0.039237109		3.923710892
GSM1925149	FRiP	score:	0.039080372		3.908037179
GSM1925435	FRiP	score:	0.03899067		3.899066989
GSM1925147	FRiP	score:	0.038981257		3.898125668
GSM2916536	FRiP	score:	0.038678186		3.867818615
GSM1925612	FRiP	score:	0.037827419		3.782741918
GSM1925735	FRiP	score:	0.037087829		3.708782909
GSM1925750	FRiP	score:	0.037008903		3.700890334
GSM1925551	FRiP	score:	0.036962681		3.69626814
GSM1925586	FRiP	score:	0.036918225		3.691822539
GSM1120014	FRiP	score:	0.036418228		3.641822821
GSM1925223	FRiP	score:	0.035998305		3.599830546
GSM1925525	FRiP	score:	0.035781758		3.578175782
GSM1925846	FRiP	score:	0.035505924		3.5505924
GSM1925237	FRiP	score:	0.035398012		3.539801172
GSM1925197	FRiP	score:	0.035384405		3.538440514
GSM1925129	FRiP	score:	0.034957656		3.49576563
GSM1925847	FRiP	score:	0.034778818		3.477881793
GSM1925581	FRiP	score:	0.03466185		3.46618502
GSM1925175	FRiP	score:	0.034221631		3.422163057
GSM1925900	FRiP	score:	0.034186739		3.418673891
GSM1925168	FRiP	score:	0.03384281		3.384281042
GSM1925471	FRiP	score:	0.033310965		3.331096546
GSM1925116	FRiP	score:	0.032733064		3.273306418
GSM1925305	FRiP	score:	0.032435194		3.243519388
GSM1925229	FRiP	score:	0.032338184		3.233818379
GSM1925592	FRiP	score:	0.031801498		3.180149832
GSM1925815	FRiP	score:	0.031528504		3.15285042
GSM1925465	FRiP	score:	0.031182012		3.118201223
GSM1925035	FRiP	score:	0.030420912		3.042091236
GSM1925901	FRiP	score:	0.030372324		3.037232418
GSM1925457	FRiP	score:	0.030325738		3.032573796
GSM1925915	FRiP	score:	0.030291993		3.029199263
GSM1925448	FRiP	score:	0.030282368		3.028236796
GSM3092814	FRiP	score:	0.029554798		2.955479764
GSM1925540	FRiP	score:	0.02950722		2.950721955
GSM1925775	FRiP	score:	0.029083878		2.908387822
GSM1925634	FRiP	score:	0.028858506		2.885850574
GSM1925180	FRiP	score:	0.028729109		2.87291092
GSM1925478	FRiP	score:	0.028610744		2.861074419
GSM1925517	FRiP	score:	0.028357889		2.835788918
GSM1925225	FRiP	score:	0.028140741		2.81407406
GSM1925245	FRiP	score:	0.028001097		2.800109682
GSM532325	FRiP	score:	0.027727791		2.772779115
GSM1925758	FRiP	score:	0.027554338		2.755433763
GSM1925791	FRiP	score:	0.027021778		2.702177785
GSM1925012	FRiP	score:	0.026920809		2.692080883
GSM958797	FRiP	score:	0.026891158		2.689115789
GSM1925096	FRiP	score:	0.026737954		2.67379539
GSM1925679	FRiP	score:	0.026443278		2.644327792
GSM1925281	FRiP	score:	0.025967671		2.596767093
GSM1925793	FRiP	score:	0.025194949		2.51949495
GSM1925320	FRiP	score:	0.024842358		2.484235784
GSM1925717	FRiP	score:	0.02448913		2.448913049
GSM1925049	FRiP	score:	0.024461442		2.446144173
GSM3095575	FRiP	score:	0.024300256		2.430025635
GSM1925233	FRiP	score:	0.024295794		2.429579387
GSM1925726	FRiP	score:	0.023986006		2.398600598
GSM1925772	FRiP	score:	0.023029745		2.302974538
GSM1925714	FRiP	score:	0.022982013		2.298201274
GSM1925430	FRiP	score:	0.022936469		2.293646869
GSM1925660	FRiP	score:	0.022889276		2.288927617
GSM1925394	FRiP	score:	0.022745929		2.27459294
GSM1925381	FRiP	score:	0.022457536		2.245753565
GSM1925820	FRiP	score:	0.022279331		2.227933116
GSM1925410	FRiP	score:	0.022122441		2.21224412
GSM1120015	FRiP	score:	0.022038355		2.203835541
GSM1925873	FRiP	score:	0.021545197		2.154519739
GSM1925828	FRiP	score:	0.021399358		2.139935768
GSM1466341	FRiP	score:	0.021289663		2.128966341
GSM1925872	FRiP	score:	0.021081798		2.108179794
GSM1925366	FRiP	score:	0.020955052		2.095505239
GSM1925376	FRiP	score:	0.020473055		2.047305517
GSM1925762	FRiP	score:	0.02022961		2.022960952
GSM1925383	FRiP	score:	0.020090562		2.009056154
GSM1925287	FRiP	score:	0.019562907		1.956290682
GSM1925682	FRiP	score:	0.01955615		1.955614952
GSM1925496	FRiP	score:	0.019330772		1.933077247
GSM1925495	FRiP	score:	0.0193241		1.932409983
GSM1925139	FRiP	score:	0.019246784		1.924678435
GSM1925231	FRiP	score:	0.019220358		1.922035802
GSM1925089	FRiP	score:	0.018760288		1.876028766
GSM1925138	FRiP	score:	0.018705783		1.870578328
GSM1925239	FRiP	score:	0.018601324		1.860132368
GSM1925582	FRiP	score:	0.018510416		1.851041619
GSM1925339	FRiP	score:	0.018486796		1.848679638
GSM1925408	FRiP	score:	0.018356975		1.835697541
GSM4074087	FRiP	score:	0.018237688		1.823768791
GSM1925106	FRiP	score:	0.018225791		1.822579072
GSM1167539	FRiP	score:	0.017952865		1.795286515
GSM1925122	FRiP	score:	0.017926476		1.792647646
GSM1925418	FRiP	score:	0.017828389		1.782838887
GSM1925829	FRiP	score:	0.017446596		1.74465964
GSM1925530	FRiP	score:	0.017371016		1.737101556
GSM4074147	FRiP	score:	0.017109565		1.710956539
GSM1925206	FRiP	score:	0.016821681		1.682168135
GSM1925747	FRiP	score:	0.016732749		1.67327493
GSM1925831	FRiP	score:	0.01670243		1.670243044
GSM1925821	FRiP	score:	0.016538508		1.653850834
GSM1925205	FRiP	score:	0.016158932		1.615893209
GSM1925466	FRiP	score:	0.01607422		1.607422026
GSM1925699	FRiP	score:	0.015838852		1.583885248
GSM4074097	FRiP	score:	0.015735748		1.573574776
GSM1925449	FRiP	score:	0.015644982		1.564498168
GSM1429897	FRiP	score:	0.015572359		1.557235918
GSM1925143	FRiP	score:	0.015421629		1.542162876
GSM1925429	FRiP	score:	0.015339037		1.533903677
GSM1925115	FRiP	score:	0.015298859		1.529885897
GSM1925221	FRiP	score:	0.014809821		1.480982052
GSM1925484	FRiP	score:	0.014656321		1.465632133
SRX2436395	FRiP	score:	0.014550279		1.455027865
GSM1925243	FRiP	score:	0.014508331		1.450833139
GSM1925715	FRiP	score:	0.01449354		1.449354013
GSM1925303	FRiP	score:	0.014486008		1.448600775
GSM1463812	FRiP	score:	0.014478926		1.447892607
GSM1925481	FRiP	score:	0.01424825		1.424824993
GSM1925782	FRiP	score:	0.014083116		1.408311597
GSM1925650	FRiP	score:	0.013950036		1.395003557
